Plant Name,Updated Time,Time Zone,Production Power(W),Consumption Power(W),Grid Power(W),Purchasing Power(W),Feed-in Power(W),Battery Power(W),Charging Power(W),Discharging Power(W),SoC(%)
Inverex Backup 6kW,2024/11/01 00:00,UTC+05:00,0.0,1513.0,2069.0,2069.0,,-453.0,-453.0,,100.0
Inverex Backup 6kW,2024/11/01 00:05,UTC+05:00,0.0,1496.0,2053.0,2053.0,,-457.0,-457.0,,100.0
Inverex Backup 6kW,2024/11/01 00:15,UTC+05:00,0.0,1497.0,2056.0,2056.0,,-457.0,-457.0,,100.0
Inverex Backup 6kW,2024/11/01 00:20,UTC+05:00,0.0,1487.0,2050.0,2050.0,,-459.0,-459.0,,100.0
Inverex Backup 6kW,2024/11/01 00:25,UTC+05:00,0.0,1671.0,2237.0,2237.0,,-461.0,-461.0,,100.0
Inverex Backup 6kW,2024/11/01 00:30,UTC+05:00,0.0,2287.0,0.0,0.0,,2346.0,,2346.0,97.0
Inverex Backup 6kW,2024/11/01 00:35,UTC+05:00,0.0,1142.0,0.0,0.0,,1188.0,,1188.0,94.0
Inverex Backup 6kW,2024/11/01 00:40,UTC+05:00,0.0,1139.0,0.0,0.0,,1184.0,,1184.0,93.0
Inverex Backup 6kW,2024/11/01 00:45,UTC+05:00,0.0,990.0,0.0,0.0,,1034.0,,1034.0,91.0
Inverex Backup 6kW,2024/11/01 00:50,UTC+05:00,0.0,985.0,0.0,0.0,,1029.0,,1029.0,90.0
Inverex Backup 6kW,2024/11/01 01:00,UTC+05:00,0.0,973.0,0.0,0.0,,1015.0,,1015.0,88.0
Inverex Backup 6kW,2024/11/01 01:05,UTC+05:00,0.0,975.0,0.0,0.0,,1019.0,,1019.0,87.0
Inverex Backup 6kW,2024/11/01 01:10,UTC+05:00,0.0,986.0,0.0,0.0,,1031.0,,1031.0,86.0
Inverex Backup 6kW,2024/11/01 01:15,UTC+05:00,0.0,1155.0,0.0,0.0,,1198.0,,1198.0,84.0
Inverex Backup 6kW,2024/11/01 01:20,UTC+05:00,0.0,1140.0,0.0,0.0,,1182.0,,1182.0,82.0
Inverex Backup 6kW,2024/11/01 01:25,UTC+05:00,0.0,1136.0,0.0,0.0,,1175.0,,1175.0,81.0
Inverex Backup 6kW,2024/11/01 01:30,UTC+05:00,0.0,972.0,0.0,0.0,,1017.0,,1017.0,79.0
Inverex Backup 6kW,2024/11/01 01:35,UTC+05:00,0.0,972.0,0.0,0.0,,1016.0,,1016.0,78.0
Inverex Backup 6kW,2024/11/01 01:45,UTC+05:00,0.0,970.0,0.0,0.0,,1012.0,,1012.0,76.0
Inverex Backup 6kW,2024/11/01 01:50,UTC+05:00,0.0,970.0,0.0,0.0,,1012.0,,1012.0,75.0
Inverex Backup 6kW,2024/11/01 01:55,UTC+05:00,0.0,969.0,0.0,0.0,,1012.0,,1012.0,73.0
Inverex Backup 6kW,2024/11/01 02:00,UTC+05:00,0.0,970.0,0.0,0.0,,1015.0,,1015.0,72.0
Inverex Backup 6kW,2024/11/01 02:05,UTC+05:00,0.0,1150.0,0.0,0.0,,1193.0,,1193.0,70.0
Inverex Backup 6kW,2024/11/01 02:10,UTC+05:00,0.0,1140.0,0.0,0.0,,1181.0,,1181.0,69.0
Inverex Backup 6kW,2024/11/01 02:15,UTC+05:00,0.0,1137.0,0.0,0.0,,1180.0,,1180.0,67.0
Inverex Backup 6kW,2024/11/01 02:20,UTC+05:00,0.0,1128.0,0.0,0.0,,1172.0,,1172.0,66.0
Inverex Backup 6kW,2024/11/01 02:30,UTC+05:00,0.0,970.0,0.0,0.0,,1015.0,,1015.0,64.0
Inverex Backup 6kW,2024/11/01 02:35,UTC+05:00,0.0,972.0,0.0,0.0,,1018.0,,1018.0,63.0
Inverex Backup 6kW,2024/11/01 02:40,UTC+05:00,0.0,974.0,0.0,0.0,,1015.0,,1015.0,61.0
Inverex Backup 6kW,2024/11/01 02:45,UTC+05:00,0.0,975.0,0.0,0.0,,1019.0,,1019.0,60.0
Inverex Backup 6kW,2024/11/01 02:50,UTC+05:00,0.0,816.0,0.0,0.0,,857.0,,857.0,59.0
Inverex Backup 6kW,2024/11/01 02:55,UTC+05:00,0.0,998.0,0.0,0.0,,1038.0,,1038.0,57.0
Inverex Backup 6kW,2024/11/01 03:00,UTC+05:00,0.0,987.0,0.0,0.0,,1028.0,,1028.0,56.0
Inverex Backup 6kW,2024/11/01 03:05,UTC+05:00,0.0,981.0,0.0,0.0,,1019.0,,1019.0,54.0
Inverex Backup 6kW,2024/11/01 03:20,UTC+05:00,0.0,1069.0,1582.0,1582.0,,-422.0,-422.0,,0.0
Inverex Backup 6kW,2024/11/01 03:25,UTC+05:00,0.0,1026.0,1548.0,1548.0,,-429.0,-429.0,,0.0
Inverex Backup 6kW,2024/11/01 03:30,UTC+05:00,0.0,860.0,1386.0,1386.0,,-430.0,-430.0,,1.0
Inverex Backup 6kW,2024/11/01 03:35,UTC+05:00,0.0,859.0,1388.0,1388.0,,-433.0,-433.0,,1.0
Inverex Backup 6kW,2024/11/01 03:40,UTC+05:00,0.0,1347.0,1876.0,1876.0,,-428.0,-428.0,,2.0
Inverex Backup 6kW,2024/11/01 03:45,UTC+05:00,0.0,1359.0,1888.0,1888.0,,-433.0,-433.0,,3.0
Inverex Backup 6kW,2024/11/01 03:50,UTC+05:00,0.0,1369.0,1899.0,1899.0,,-434.0,-434.0,,3.0
Inverex Backup 6kW,2024/11/01 04:00,UTC+05:00,0.0,1558.0,2087.0,2087.0,,-429.0,-429.0,,4.0
Inverex Backup 6kW,2024/11/01 04:05,UTC+05:00,0.0,1542.0,2072.0,2072.0,,-433.0,-433.0,,4.0
Inverex Backup 6kW,2024/11/01 04:10,UTC+05:00,0.0,1514.0,2044.0,2044.0,,-433.0,-433.0,,5.0
Inverex Backup 6kW,2024/11/01 04:15,UTC+05:00,0.0,1371.0,1902.0,1902.0,,-435.0,-435.0,,6.0
Inverex Backup 6kW,2024/11/01 04:20,UTC+05:00,0.0,1369.0,1899.0,1899.0,,-432.0,-432.0,,6.0
Inverex Backup 6kW,2024/11/01 04:25,UTC+05:00,0.0,1374.0,1907.0,1907.0,,-435.0,-435.0,,7.0
Inverex Backup 6kW,2024/11/01 04:30,UTC+05:00,0.0,1383.0,1915.0,1915.0,,-435.0,-435.0,,7.0
Inverex Backup 6kW,2024/11/01 04:35,UTC+05:00,0.0,1372.0,1903.0,1903.0,,-433.0,-433.0,,8.0
Inverex Backup 6kW,2024/11/01 04:45,UTC+05:00,0.0,1583.0,2117.0,2117.0,,-433.0,-433.0,,9.0
Inverex Backup 6kW,2024/11/01 04:50,UTC+05:00,0.0,1586.0,2118.0,2118.0,,-434.0,-434.0,,9.0
Inverex Backup 6kW,2024/11/01 04:55,UTC+05:00,0.0,1663.0,2197.0,2197.0,,-434.0,-434.0,,10.0
Inverex Backup 6kW,2024/11/01 05:00,UTC+05:00,0.0,1478.0,2010.0,2010.0,,-431.0,-431.0,,10.0
Inverex Backup 6kW,2024/11/01 05:05,UTC+05:00,0.0,1474.0,2007.0,2007.0,,-432.0,-432.0,,11.0
Inverex Backup 6kW,2024/11/01 05:10,UTC+05:00,0.0,1487.0,2021.0,2021.0,,-436.0,-436.0,,12.0
Inverex Backup 6kW,2024/11/01 05:15,UTC+05:00,0.0,1493.0,2027.0,2027.0,,-436.0,-436.0,,12.0
Inverex Backup 6kW,2024/11/01 05:20,UTC+05:00,0.0,1498.0,2033.0,2033.0,,-435.0,-435.0,,13.0
Inverex Backup 6kW,2024/11/01 05:30,UTC+05:00,0.0,1678.0,2213.0,2213.0,,-433.0,-433.0,,13.0
Inverex Backup 6kW,2024/11/01 05:35,UTC+05:00,0.0,1636.0,2171.0,2171.0,,-437.0,-437.0,,14.0
Inverex Backup 6kW,2024/11/01 05:40,UTC+05:00,0.0,2170.0,2705.0,2705.0,,-435.0,-435.0,,15.0
Inverex Backup 6kW,2024/11/01 05:45,UTC+05:00,0.0,1530.0,2067.0,2067.0,,-439.0,-439.0,,15.0
Inverex Backup 6kW,2024/11/01 05:50,UTC+05:00,0.0,1508.0,2045.0,2045.0,,-437.0,-437.0,,16.0
Inverex Backup 6kW,2024/11/01 05:55,UTC+05:00,0.0,1718.0,2254.0,2254.0,,-434.0,-434.0,,16.0
Inverex Backup 6kW,2024/11/01 06:00,UTC+05:00,0.0,1704.0,2242.0,2242.0,,-437.0,-437.0,,17.0
Inverex Backup 6kW,2024/11/01 06:10,UTC+05:00,0.0,1688.0,2225.0,2225.0,,-438.0,-438.0,,18.0
Inverex Backup 6kW,2024/11/01 06:15,UTC+05:00,0.0,1881.0,2417.0,2417.0,,-435.0,-435.0,,18.0
Inverex Backup 6kW,2024/11/01 06:20,UTC+05:00,0.0,1786.0,2332.0,2332.0,,-449.0,-449.0,,19.0
Inverex Backup 6kW,2024/11/01 06:25,UTC+05:00,0.0,1767.0,2317.0,2317.0,,-454.0,-454.0,,20.0
Inverex Backup 6kW,2024/11/01 06:30,UTC+05:00,0.0,1564.0,2097.0,2097.0,,-436.0,-436.0,,20.0
Inverex Backup 6kW,2024/11/01 06:35,UTC+05:00,0.0,1589.0,2127.0,2127.0,,-459.0,-459.0,,21.0
Inverex Backup 6kW,2024/11/01 06:40,UTC+05:00,2.0,1599.0,2131.0,2131.0,,-457.0,-457.0,,21.0
Inverex Backup 6kW,2024/11/01 06:50,UTC+05:00,26.0,1596.0,2136.0,2136.0,,-533.0,-533.0,,22.0
Inverex Backup 6kW,2024/11/01 06:55,UTC+05:00,50.0,1589.0,2133.0,2133.0,,-539.0,-539.0,,23.0
Inverex Backup 6kW,2024/11/01 07:00,UTC+05:00,111.0,1613.0,2157.0,2157.0,,-639.0,-639.0,,24.0
Inverex Backup 6kW,2024/11/01 07:05,UTC+05:00,180.0,1829.0,2376.0,2376.0,,-704.0,-704.0,,25.0
Inverex Backup 6kW,2024/11/01 07:10,UTC+05:00,242.0,1815.0,2365.0,2365.0,,-769.0,-769.0,,26.0
Inverex Backup 6kW,2024/11/01 07:15,UTC+05:00,302.0,1630.0,2185.0,2185.0,,-834.0,-834.0,,27.0
Inverex Backup 6kW,2024/11/01 07:20,UTC+05:00,382.0,1611.0,2171.0,2171.0,,-916.0,-916.0,,28.0
Inverex Backup 6kW,2024/11/01 07:25,UTC+05:00,449.0,1644.0,2206.0,2206.0,,-981.0,-981.0,,29.0
Inverex Backup 6kW,2024/11/01 07:35,UTC+05:00,533.0,1636.0,2199.0,2199.0,,-1067.0,-1067.0,,31.0
Inverex Backup 6kW,2024/11/01 07:40,UTC+05:00,618.0,1641.0,2213.0,2213.0,,-1152.0,-1152.0,,32.0
Inverex Backup 6kW,2024/11/01 07:45,UTC+05:00,704.0,1647.0,2112.0,2112.0,,-1149.0,-1149.0,,34.0
Inverex Backup 6kW,2024/11/01 07:50,UTC+05:00,792.0,1342.0,1710.0,1710.0,,-1147.0,-1147.0,,35.0
Inverex Backup 6kW,2024/11/01 07:55,UTC+05:00,884.0,1304.0,1575.0,1575.0,,-1147.0,-1147.0,,37.0
Inverex Backup 6kW,2024/11/01 08:00,UTC+05:00,984.0,1175.0,1339.0,1339.0,,-1146.0,-1146.0,,38.0
Inverex Backup 6kW,2024/11/01 08:05,UTC+05:00,1079.0,1132.0,1192.0,1192.0,,-1135.0,-1135.0,,40.0
Inverex Backup 6kW,2024/11/01 08:10,UTC+05:00,1178.0,1147.0,1106.0,1106.0,,-1137.0,-1137.0,,42.0
Inverex Backup 6kW,2024/11/01 08:20,UTC+05:00,1287.0,1108.0,957.0,957.0,,-1140.0,-1140.0,,43.0
Inverex Backup 6kW,2024/11/01 08:25,UTC+05:00,1385.0,1103.0,859.0,859.0,,-1142.0,-1142.0,,45.0
Inverex Backup 6kW,2024/11/01 08:30,UTC+05:00,1492.0,1135.0,801.0,801.0,,-1148.0,-1148.0,,46.0
Inverex Backup 6kW,2024/11/01 08:35,UTC+05:00,1622.0,1315.0,850.0,850.0,,-1151.0,-1151.0,,48.0
Inverex Backup 6kW,2024/11/01 08:40,UTC+05:00,1746.0,1300.0,717.0,717.0,,-1155.0,-1155.0,,50.0
Inverex Backup 6kW,2024/11/01 08:45,UTC+05:00,2153.0,1296.0,323.0,323.0,,-1160.0,-1160.0,,51.0
Inverex Backup 6kW,2024/11/01 08:50,UTC+05:00,2383.0,1694.0,500.0,500.0,,-1163.0,-1163.0,,53.0
Inverex Backup 6kW,2024/11/01 08:55,UTC+05:00,2509.0,956.0,-361.0,,-361.0,-1171.0,-1171.0,,54.0
Inverex Backup 6kW,2024/11/01 09:05,UTC+05:00,2602.0,1193.0,-239.0,,-239.0,-1138.0,-1138.0,,56.0
Inverex Backup 6kW,2024/11/01 09:10,UTC+05:00,2712.0,2441.0,846.0,846.0,,-1086.0,-1086.0,,57.0
Inverex Backup 6kW,2024/11/01 09:15,UTC+05:00,2928.0,1293.0,-569.0,,-569.0,-1044.0,-1044.0,,59.0
Inverex Backup 6kW,2024/11/01 09:20,UTC+05:00,2971.0,1492.0,-459.0,,-459.0,-1003.0,-1003.0,,60.0
Inverex Backup 6kW,2024/11/01 09:25,UTC+05:00,3121.0,1462.0,-671.0,,-671.0,-969.0,-969.0,,62.0
Inverex Backup 6kW,2024/11/01 09:30,UTC+05:00,3345.0,1523.0,-849.0,,-849.0,-940.0,-940.0,,63.0
Inverex Backup 6kW,2024/11/01 09:35,UTC+05:00,3400.0,1340.0,-1112.0,,-1112.0,-906.0,-906.0,,64.0
Inverex Backup 6kW,2024/11/01 09:45,UTC+05:00,3625.0,1352.0,-1338.0,,-1338.0,-891.0,-891.0,,66.0
Inverex Backup 6kW,2024/11/01 09:50,UTC+05:00,3708.0,1339.0,-1447.0,,-1447.0,-872.0,-872.0,,67.0
Inverex Backup 6kW,2024/11/01 09:55,UTC+05:00,3831.0,1090.0,-1837.0,,-1837.0,-851.0,-851.0,,68.0
Inverex Backup 6kW,2024/11/01 10:00,UTC+05:00,3956.0,1338.0,-1719.0,,-1719.0,-837.0,-837.0,,69.0
Inverex Backup 6kW,2024/11/01 10:05,UTC+05:00,4015.0,1529.0,-1583.0,,-1583.0,-819.0,-819.0,,70.0
Inverex Backup 6kW,2024/11/01 10:10,UTC+05:00,4152.0,1512.0,-1744.0,,-1744.0,-810.0,-810.0,,71.0
Inverex Backup 6kW,2024/11/01 10:15,UTC+05:00,4270.0,1503.0,-1883.0,,-1883.0,-794.0,-794.0,,73.0
Inverex Backup 6kW,2024/11/01 10:20,UTC+05:00,4363.0,1340.0,-2149.0,,-2149.0,-791.0,-791.0,,74.0
Inverex Backup 6kW,2024/11/01 10:30,UTC+05:00,4347.0,1115.0,-2382.0,,-2382.0,-780.0,-780.0,,75.0
Inverex Backup 6kW,2024/11/01 10:35,UTC+05:00,4428.0,1054.0,-2525.0,,-2525.0,-773.0,-773.0,,76.0
Inverex Backup 6kW,2024/11/01 10:40,UTC+05:00,4478.0,1123.0,-2516.0,,-2516.0,-768.0,-768.0,,77.0
Inverex Backup 6kW,2024/11/01 10:45,UTC+05:00,4501.0,880.0,-2781.0,,-2781.0,-767.0,-767.0,,78.0
Inverex Backup 6kW,2024/11/01 10:50,UTC+05:00,4509.0,1062.0,-2607.0,,-2607.0,-758.0,-758.0,,79.0
Inverex Backup 6kW,2024/11/01 11:05,UTC+05:00,4609.0,948.0,-2796.0,,-2796.0,-754.0,-754.0,,82.0
Inverex Backup 6kW,2024/11/01 11:15,UTC+05:00,4663.0,831.0,-2966.0,,-2966.0,-754.0,-754.0,,83.0
Inverex Backup 6kW,2024/11/01 11:20,UTC+05:00,4705.0,630.0,-3209.0,,-3209.0,-753.0,-753.0,,84.0
Inverex Backup 6kW,2024/11/01 11:25,UTC+05:00,4726.0,673.0,-3177.0,,-3177.0,-750.0,-750.0,,85.0
Inverex Backup 6kW,2024/11/01 11:30,UTC+05:00,4757.0,594.0,-3289.0,,-3289.0,-752.0,-752.0,,86.0
Inverex Backup 6kW,2024/11/01 11:35,UTC+05:00,4640.0,623.0,-3158.0,,-3158.0,-754.0,-754.0,,87.0
Inverex Backup 6kW,2024/11/01 11:40,UTC+05:00,4643.0,805.0,-2974.0,,-2974.0,-757.0,-757.0,,88.0
Inverex Backup 6kW,2024/11/01 11:45,UTC+05:00,4605.0,957.0,-2783.0,,-2783.0,-761.0,-761.0,,89.0
Inverex Backup 6kW,2024/11/01 11:50,UTC+05:00,4448.0,939.0,-2657.0,,-2657.0,-762.0,-762.0,,90.0
Inverex Backup 6kW,2024/11/01 12:00,UTC+05:00,1539.0,852.0,0.0,0.0,,-665.0,-665.0,,91.0
Inverex Backup 6kW,2024/11/01 12:05,UTC+05:00,1390.0,691.0,0.0,0.0,,-681.0,-681.0,,92.0
Inverex Backup 6kW,2024/11/01 12:10,UTC+05:00,1397.0,693.0,0.0,0.0,,-693.0,-693.0,,93.0
Inverex Backup 6kW,2024/11/01 12:15,UTC+05:00,1565.0,848.0,0.0,0.0,,-700.0,-700.0,,94.0
Inverex Backup 6kW,2024/11/01 12:20,UTC+05:00,1716.0,993.0,0.0,0.0,,-712.0,-712.0,,95.0
Inverex Backup 6kW,2024/11/01 12:25,UTC+05:00,1722.0,989.0,0.0,0.0,,-718.0,-718.0,,96.0
Inverex Backup 6kW,2024/11/01 12:30,UTC+05:00,1997.0,1258.0,0.0,0.0,,-730.0,-730.0,,97.0
Inverex Backup 6kW,2024/11/01 12:35,UTC+05:00,2031.0,1281.0,0.0,0.0,,-738.0,-738.0,,98.0
Inverex Backup 6kW,2024/11/01 12:45,UTC+05:00,2019.0,1250.0,0.0,0.0,,-749.0,-749.0,,99.0
Inverex Backup 6kW,2024/11/01 12:50,UTC+05:00,1952.0,1204.0,0.0,0.0,,-734.0,-734.0,,100.0
Inverex Backup 6kW,2024/11/01 12:55,UTC+05:00,4248.0,1205.0,-2149.0,,-2149.0,-834.0,-834.0,,100.0
Inverex Backup 6kW,2024/11/01 13:00,UTC+05:00,4236.0,1198.0,-2106.0,,-2106.0,-848.0,-848.0,,100.0
Inverex Backup 6kW,2024/11/01 13:05,UTC+05:00,4236.0,1120.0,-2177.0,,-2177.0,-853.0,-853.0,,100.0
Inverex Backup 6kW,2024/11/01 13:10,UTC+05:00,4220.0,1110.0,-2158.0,,-2158.0,-857.0,-857.0,,100.0
Inverex Backup 6kW,2024/11/01 13:15,UTC+05:00,4243.0,792.0,-2505.0,,-2505.0,-857.0,-857.0,,100.0
Inverex Backup 6kW,2024/11/01 13:20,UTC+05:00,4166.0,1292.0,-1912.0,,-1912.0,-861.0,-861.0,,100.0
Inverex Backup 6kW,2024/11/01 13:30,UTC+05:00,4075.0,1298.0,-1811.0,,-1811.0,-867.0,-867.0,,100.0
Inverex Backup 6kW,2024/11/01 13:35,UTC+05:00,4076.0,1281.0,-1811.0,,-1811.0,-875.0,-875.0,,100.0
Inverex Backup 6kW,2024/11/01 13:40,UTC+05:00,4009.0,1273.0,-1763.0,,-1763.0,-878.0,-878.0,,100.0
Inverex Backup 6kW,2024/11/01 13:45,UTC+05:00,3983.0,1137.0,-1865.0,,-1865.0,-883.0,-883.0,,100.0
Inverex Backup 6kW,2024/11/01 13:50,UTC+05:00,3858.0,1085.0,-1794.0,,-1794.0,-889.0,-889.0,,100.0
Inverex Backup 6kW,2024/11/01 13:55,UTC+05:00,3836.0,1271.0,-1582.0,,-1582.0,-896.0,-896.0,,100.0
Inverex Backup 6kW,2024/11/01 14:00,UTC+05:00,3800.0,1285.0,-1529.0,,-1529.0,-898.0,-898.0,,100.0
Inverex Backup 6kW,2024/11/01 14:05,UTC+05:00,3713.0,1080.0,-1654.0,,-1654.0,-906.0,-906.0,,100.0
Inverex Backup 6kW,2024/11/01 14:15,UTC+05:00,3671.0,1245.0,-1436.0,,-1436.0,-909.0,-909.0,,100.0
Inverex Backup 6kW,2024/11/01 14:20,UTC+05:00,3590.0,1246.0,-1357.0,,-1357.0,-914.0,-914.0,,100.0
Inverex Backup 6kW,2024/11/01 14:25,UTC+05:00,3483.0,1435.0,-1067.0,,-1067.0,-913.0,-913.0,,100.0
Inverex Backup 6kW,2024/11/01 14:30,UTC+05:00,3378.0,1037.0,-1337.0,,-1337.0,-926.0,-926.0,,100.0
Inverex Backup 6kW,2024/11/01 14:35,UTC+05:00,3321.0,1041.0,-1284.0,,-1284.0,-927.0,-927.0,,100.0
Inverex Backup 6kW,2024/11/01 14:40,UTC+05:00,3192.0,1353.0,-844.0,,-844.0,-931.0,-931.0,,100.0
Inverex Backup 6kW,2024/11/01 14:45,UTC+05:00,3059.0,1121.0,-942.0,,-942.0,-939.0,-939.0,,100.0
Inverex Backup 6kW,2024/11/01 14:50,UTC+05:00,2959.0,1150.0,-816.0,,-816.0,-945.0,-945.0,,100.0
Inverex Backup 6kW,2024/11/01 15:00,UTC+05:00,2852.0,1508.0,-349.0,,-349.0,-950.0,-950.0,,100.0
Inverex Backup 6kW,2024/11/01 15:05,UTC+05:00,2812.0,1172.0,-643.0,,-643.0,-952.0,-952.0,,100.0
Inverex Backup 6kW,2024/11/01 15:10,UTC+05:00,2761.0,1143.0,-621.0,,-621.0,-960.0,-960.0,,100.0
Inverex Backup 6kW,2024/11/01 15:15,UTC+05:00,2674.0,986.0,-682.0,,-682.0,-962.0,-962.0,,100.0
Inverex Backup 6kW,2024/11/01 15:20,UTC+05:00,2442.0,971.0,-470.0,,-470.0,-970.0,-970.0,,100.0
Inverex Backup 6kW,2024/11/01 15:25,UTC+05:00,2277.0,957.0,-312.0,,-312.0,-971.0,-971.0,,100.0
Inverex Backup 6kW,2024/11/01 15:30,UTC+05:00,2119.0,965.0,-148.0,,-148.0,-979.0,-979.0,,100.0
Inverex Backup 6kW,2024/11/01 15:35,UTC+05:00,2030.0,1128.0,114.0,114.0,,-981.0,-981.0,,100.0
Inverex Backup 6kW,2024/11/01 15:45,UTC+05:00,1931.0,1317.0,423.0,423.0,,-990.0,-990.0,,100.0
Inverex Backup 6kW,2024/11/01 15:50,UTC+05:00,1826.0,1101.0,303.0,303.0,,-992.0,-992.0,,100.0
Inverex Backup 6kW,2024/11/01 15:55,UTC+05:00,1675.0,1031.0,377.0,377.0,,-999.0,-999.0,,100.0
Inverex Backup 6kW,2024/11/01 16:00,UTC+05:00,1513.0,887.0,389.0,389.0,,-998.0,-998.0,,100.0
Inverex Backup 6kW,2024/11/01 16:05,UTC+05:00,1417.0,899.0,502.0,502.0,,-1009.0,-1009.0,,100.0
Inverex Backup 6kW,2024/11/01 16:10,UTC+05:00,1308.0,892.0,594.0,594.0,,-1011.0,-1011.0,,100.0
Inverex Backup 6kW,2024/11/01 16:15,UTC+05:00,1197.0,964.0,781.0,781.0,,-1020.0,-1020.0,,100.0
Inverex Backup 6kW,2024/11/01 16:20,UTC+05:00,1087.0,925.0,857.0,857.0,,-1023.0,-1023.0,,100.0
Inverex Backup 6kW,2024/11/01 16:30,UTC+05:00,951.0,1680.0,1753.0,1753.0,,-1031.0,-1031.0,,100.0
Inverex Backup 6kW,2024/11/01 16:35,UTC+05:00,841.0,1111.0,1293.0,1293.0,,-1031.0,-1031.0,,100.0
Inverex Backup 6kW,2024/11/01 16:40,UTC+05:00,715.0,1092.0,1410.0,1410.0,,-1035.0,-1035.0,,100.0
Inverex Backup 6kW,2024/11/01 16:45,UTC+05:00,605.0,1123.0,1569.0,1569.0,,-1042.0,-1042.0,,100.0
Inverex Backup 6kW,2024/11/01 16:50,UTC+05:00,503.0,933.0,1496.0,1496.0,,-1047.0,-1047.0,,100.0
Inverex Backup 6kW,2024/11/01 16:55,UTC+05:00,423.0,942.0,1527.0,1527.0,,-979.0,-979.0,,100.0
Inverex Backup 6kW,2024/11/01 17:00,UTC+05:00,334.0,871.0,1452.0,1452.0,,-890.0,-890.0,,100.0
Inverex Backup 6kW,2024/11/01 17:05,UTC+05:00,244.0,1104.0,1681.0,1681.0,,-810.0,-810.0,,100.0
Inverex Backup 6kW,2024/11/01 17:15,UTC+05:00,169.0,1072.0,1647.0,1647.0,,-733.0,-733.0,,100.0
Inverex Backup 6kW,2024/11/01 17:20,UTC+05:00,96.0,1091.0,1663.0,1663.0,,-654.0,-654.0,,100.0
Inverex Backup 6kW,2024/11/01 17:25,UTC+05:00,46.0,1084.0,1651.0,1651.0,,-600.0,-600.0,,100.0
Inverex Backup 6kW,2024/11/01 17:30,UTC+05:00,10.0,1092.0,1657.0,1657.0,,-550.0,-550.0,,100.0
Inverex Backup 6kW,2024/11/01 17:35,UTC+05:00,0.0,2356.0,2917.0,2917.0,,-484.0,-484.0,,100.0
Inverex Backup 6kW,2024/11/01 17:40,UTC+05:00,0.0,2184.0,2743.0,2743.0,,-475.0,-475.0,,100.0
Inverex Backup 6kW,2024/11/01 17:45,UTC+05:00,0.0,2452.0,3011.0,3011.0,,-475.0,-475.0,,100.0
Inverex Backup 6kW,2024/11/01 17:50,UTC+05:00,0.0,2512.0,3070.0,3070.0,,-469.0,-469.0,,100.0
Inverex Backup 6kW,2024/11/01 18:00,UTC+05:00,0.0,2539.0,3096.0,3096.0,,-466.0,-466.0,,100.0
Inverex Backup 6kW,2024/11/01 18:05,UTC+05:00,0.0,2318.0,2876.0,2876.0,,-465.0,-465.0,,100.0
Inverex Backup 6kW,2024/11/01 18:10,UTC+05:00,0.0,2324.0,2882.0,2882.0,,-465.0,-465.0,,100.0
Inverex Backup 6kW,2024/11/01 18:15,UTC+05:00,0.0,2310.0,2869.0,2869.0,,-466.0,-466.0,,100.0
Inverex Backup 6kW,2024/11/01 18:20,UTC+05:00,0.0,2524.0,3082.0,3082.0,,-461.0,-461.0,,100.0
Inverex Backup 6kW,2024/11/01 18:25,UTC+05:00,0.0,2489.0,3046.0,3046.0,,-462.0,-462.0,,100.0
Inverex Backup 6kW,2024/11/01 18:30,UTC+05:00,0.0,2434.0,2992.0,2992.0,,-463.0,-463.0,,100.0
Inverex Backup 6kW,2024/11/01 18:35,UTC+05:00,0.0,3557.0,4113.0,4113.0,,-466.0,-466.0,,100.0
Inverex Backup 6kW,2024/11/01 18:45,UTC+05:00,0.0,3634.0,4191.0,4191.0,,-463.0,-463.0,,100.0
Inverex Backup 6kW,2024/11/01 18:50,UTC+05:00,0.0,2279.0,0.0,0.0,,2345.0,,2345.0,99.0
Inverex Backup 6kW,2024/11/01 18:55,UTC+05:00,0.0,2047.0,0.0,0.0,,2112.0,,2112.0,96.0
Inverex Backup 6kW,2024/11/01 19:00,UTC+05:00,0.0,1112.0,0.0,0.0,,1165.0,,1165.0,94.0
Inverex Backup 6kW,2024/11/01 19:05,UTC+05:00,0.0,1289.0,0.0,0.0,,1343.0,,1343.0,92.0
Inverex Backup 6kW,2024/11/01 19:10,UTC+05:00,0.0,1176.0,0.0,0.0,,1229.0,,1229.0,90.0
Inverex Backup 6kW,2024/11/01 19:15,UTC+05:00,0.0,1141.0,0.0,0.0,,1192.0,,1192.0,88.0
Inverex Backup 6kW,2024/11/01 19:20,UTC+05:00,0.0,1141.0,0.0,0.0,,1193.0,,1193.0,87.0
Inverex Backup 6kW,2024/11/01 19:30,UTC+05:00,0.0,1116.0,0.0,0.0,,1167.0,,1167.0,85.0
Inverex Backup 6kW,2024/11/01 19:35,UTC+05:00,0.0,934.0,0.0,0.0,,982.0,,982.0,83.0
Inverex Backup 6kW,2024/11/01 19:40,UTC+05:00,0.0,1028.0,0.0,0.0,,1078.0,,1078.0,82.0
Inverex Backup 6kW,2024/11/01 19:45,UTC+05:00,0.0,1167.0,0.0,0.0,,1217.0,,1217.0,80.0
Inverex Backup 6kW,2024/11/01 19:50,UTC+05:00,0.0,1159.0,1685.0,1685.0,,-431.0,-431.0,,80.0
Inverex Backup 6kW,2024/11/01 19:55,UTC+05:00,0.0,1235.0,1765.0,1765.0,,-435.0,-435.0,,80.0
