Plant Name,Updated Time,Time Zone,Production Power(W),Consumption Power(W),Grid Power(W),Purchasing Power(W),Feed-in Power(W),Battery Power(W),Charging Power(W),Discharging Power(W),SoC(%)
Inverex Backup 6kW,2024/11/09 10:10,UTC+05:00,3894.0,2212.0,-816.0,,-816.0,-800.0,-800.0,,100.0
Inverex Backup 6kW,2024/11/09 10:15,UTC+05:00,4046.0,2173.0,-995.0,,-995.0,-801.0,-801.0,,100.0
Inverex Backup 6kW,2024/11/09 10:20,UTC+05:00,4023.0,2332.0,-796.0,,-796.0,-808.0,-808.0,,100.0
Inverex Backup 6kW,2024/11/09 10:25,UTC+05:00,4092.0,2439.0,-753.0,,-753.0,-806.0,-806.0,,100.0
Inverex Backup 6kW,2024/11/09 10:30,UTC+05:00,4255.0,2473.0,-878.0,,-878.0,-816.0,-816.0,,100.0
Inverex Backup 6kW,2024/11/09 10:35,UTC+05:00,4366.0,1159.0,-2292.0,,-2292.0,-823.0,-823.0,,100.0
Inverex Backup 6kW,2024/11/09 10:45,UTC+05:00,4303.0,1385.0,-2007.0,,-2007.0,-826.0,-826.0,,100.0
Inverex Backup 6kW,2024/11/09 10:50,UTC+05:00,4380.0,1453.0,-2017.0,,-2017.0,-831.0,-831.0,,100.0
Inverex Backup 6kW,2024/11/09 10:55,UTC+05:00,4428.0,1437.0,-2077.0,,-2077.0,-837.0,-837.0,,100.0
Inverex Backup 6kW,2024/11/09 11:00,UTC+05:00,4547.0,1254.0,-2382.0,,-2382.0,-838.0,-838.0,,100.0
Inverex Backup 6kW,2024/11/09 11:05,UTC+05:00,4572.0,1747.0,-1897.0,,-1897.0,-845.0,-845.0,,100.0
Inverex Backup 6kW,2024/11/09 11:10,UTC+05:00,4584.0,1810.0,-1838.0,,-1838.0,-845.0,-845.0,,100.0
Inverex Backup 6kW,2024/11/09 11:15,UTC+05:00,4544.0,1976.0,-1613.0,,-1613.0,-854.0,-854.0,,100.0
Inverex Backup 6kW,2024/11/09 11:20,UTC+05:00,4536.0,1954.0,-1625.0,,-1625.0,-861.0,-861.0,,100.0
Inverex Backup 6kW,2024/11/09 11:30,UTC+05:00,4527.0,1941.0,-1620.0,,-1620.0,-862.0,-862.0,,100.0
Inverex Backup 6kW,2024/11/09 11:35,UTC+05:00,4445.0,2116.0,-1357.0,,-1357.0,-866.0,-866.0,,100.0
Inverex Backup 6kW,2024/11/09 11:40,UTC+05:00,4413.0,2161.0,-1268.0,,-1268.0,-873.0,-873.0,,100.0
Inverex Backup 6kW,2024/11/09 11:45,UTC+05:00,2670.0,1824.0,0.0,0.0,,-776.0,-776.0,,100.0
Inverex Backup 6kW,2024/11/09 11:50,UTC+05:00,2204.0,1371.0,0.0,0.0,,-783.0,-783.0,,100.0
Inverex Backup 6kW,2024/11/09 11:55,UTC+05:00,2284.0,1452.0,0.0,0.0,,-788.0,-788.0,,100.0
Inverex Backup 6kW,2024/11/09 12:00,UTC+05:00,2124.0,1290.0,0.0,0.0,,-800.0,-800.0,,100.0
Inverex Backup 6kW,2024/11/09 12:05,UTC+05:00,2128.0,1284.0,0.0,0.0,,-804.0,-804.0,,100.0
Inverex Backup 6kW,2024/11/09 12:15,UTC+05:00,2735.0,1865.0,0.0,0.0,,-816.0,-816.0,,100.0
Inverex Backup 6kW,2024/11/09 12:20,UTC+05:00,2706.0,1857.0,0.0,0.0,,-799.0,-799.0,,100.0
Inverex Backup 6kW,2024/11/09 12:25,UTC+05:00,2169.0,1312.0,0.0,0.0,,-811.0,-811.0,,100.0
Inverex Backup 6kW,2024/11/09 12:30,UTC+05:00,2340.0,1472.0,0.0,0.0,,-836.0,-836.0,,100.0
Inverex Backup 6kW,2024/11/09 12:35,UTC+05:00,2346.0,1462.0,0.0,0.0,,-842.0,-842.0,,100.0
Inverex Backup 6kW,2024/11/09 12:40,UTC+05:00,2354.0,1460.0,0.0,0.0,,-853.0,-853.0,,100.0
Inverex Backup 6kW,2024/11/09 12:45,UTC+05:00,4527.0,1404.0,-2071.0,,-2071.0,-957.0,-957.0,,100.0
Inverex Backup 6kW,2024/11/09 12:50,UTC+05:00,4526.0,1491.0,-1978.0,,-1978.0,-964.0,-964.0,,100.0
Inverex Backup 6kW,2024/11/09 13:00,UTC+05:00,4548.0,1521.0,-1955.0,,-1955.0,-969.0,-969.0,,100.0
Inverex Backup 6kW,2024/11/09 13:05,UTC+05:00,4487.0,1363.0,-2054.0,,-2054.0,-971.0,-971.0,,100.0
Inverex Backup 6kW,2024/11/09 13:10,UTC+05:00,4528.0,1363.0,-2073.0,,-2073.0,-972.0,-972.0,,100.0
Inverex Backup 6kW,2024/11/09 13:15,UTC+05:00,4505.0,1283.0,-2126.0,,-2126.0,-980.0,-980.0,,100.0
Inverex Backup 6kW,2024/11/09 13:20,UTC+05:00,4389.0,1387.0,-1907.0,,-1907.0,-986.0,-986.0,,100.0
Inverex Backup 6kW,2024/11/09 13:25,UTC+05:00,4360.0,1211.0,-2036.0,,-2036.0,-991.0,-991.0,,100.0
Inverex Backup 6kW,2024/11/09 13:30,UTC+05:00,4309.0,1237.0,-1977.0,,-1977.0,-988.0,-988.0,,100.0
Inverex Backup 6kW,2024/11/09 13:35,UTC+05:00,4249.0,1487.0,-1668.0,,-1668.0,-993.0,-993.0,,100.0
Inverex Backup 6kW,2024/11/09 13:45,UTC+05:00,4189.0,1505.0,-1589.0,,-1589.0,-1001.0,-1001.0,,100.0
Inverex Backup 6kW,2024/11/09 13:50,UTC+05:00,4134.0,1458.0,-1577.0,,-1577.0,-1010.0,-1010.0,,100.0
Inverex Backup 6kW,2024/11/09 13:55,UTC+05:00,4108.0,1540.0,-1457.0,,-1457.0,-1012.0,-1012.0,,100.0
Inverex Backup 6kW,2024/11/09 14:00,UTC+05:00,3996.0,1449.0,-1427.0,,-1427.0,-1017.0,-1017.0,,100.0
Inverex Backup 6kW,2024/11/09 14:05,UTC+05:00,3975.0,1123.0,-1731.0,,-1731.0,-1022.0,-1022.0,,100.0
Inverex Backup 6kW,2024/11/09 14:10,UTC+05:00,3892.0,1336.0,-1443.0,,-1443.0,-1025.0,-1025.0,,100.0
Inverex Backup 6kW,2024/11/09 14:15,UTC+05:00,3829.0,1215.0,-1498.0,,-1498.0,-1030.0,-1030.0,,100.0
Inverex Backup 6kW,2024/11/09 14:20,UTC+05:00,3726.0,1245.0,-1365.0,,-1365.0,-1034.0,-1034.0,,100.0
Inverex Backup 6kW,2024/11/09 14:30,UTC+05:00,3579.0,1421.0,-1050.0,,-1050.0,-1036.0,-1036.0,,100.0
Inverex Backup 6kW,2024/11/09 14:35,UTC+05:00,3481.0,1155.0,-1207.0,,-1207.0,-1047.0,-1047.0,,100.0
Inverex Backup 6kW,2024/11/09 14:40,UTC+05:00,3400.0,1430.0,-863.0,,-863.0,-1050.0,-1050.0,,100.0
Inverex Backup 6kW,2024/11/09 14:45,UTC+05:00,3268.0,1609.0,-558.0,,-558.0,-1054.0,-1054.0,,100.0
Inverex Backup 6kW,2024/11/09 14:50,UTC+05:00,3113.0,1319.0,-685.0,,-685.0,-1056.0,-1056.0,,100.0
Inverex Backup 6kW,2024/11/09 14:55,UTC+05:00,3016.0,1509.0,-389.0,,-389.0,-1061.0,-1061.0,,100.0
Inverex Backup 6kW,2024/11/09 15:00,UTC+05:00,2899.0,1500.0,-277.0,,-277.0,-1068.0,-1068.0,,100.0
Inverex Backup 6kW,2024/11/09 15:10,UTC+05:00,2826.0,1654.0,-53.0,,-53.0,-1071.0,-1071.0,,100.0
Inverex Backup 6kW,2024/11/09 15:15,UTC+05:00,2738.0,1622.0,10.0,10.0,,-1081.0,-1081.0,,100.0
Inverex Backup 6kW,2024/11/09 15:20,UTC+05:00,2607.0,1610.0,131.0,131.0,,-1082.0,-1082.0,,100.0
Inverex Backup 6kW,2024/11/09 15:25,UTC+05:00,2474.0,1462.0,117.0,117.0,,-1085.0,-1085.0,,100.0
Inverex Backup 6kW,2024/11/09 15:30,UTC+05:00,2397.0,1690.0,438.0,438.0,,-1092.0,-1092.0,,100.0
Inverex Backup 6kW,2024/11/09 15:35,UTC+05:00,2299.0,1680.0,532.0,532.0,,-1098.0,-1098.0,,100.0
Inverex Backup 6kW,2024/11/09 15:40,UTC+05:00,2149.0,1657.0,654.0,654.0,,-1094.0,-1094.0,,100.0
Inverex Backup 6kW,2024/11/09 15:45,UTC+05:00,2050.0,1577.0,690.0,690.0,,-1113.0,-1113.0,,100.0
Inverex Backup 6kW,2024/11/09 15:55,UTC+05:00,1915.0,1569.0,795.0,795.0,,-1114.0,-1114.0,,100.0
Inverex Backup 6kW,2024/11/09 16:00,UTC+05:00,1731.0,1425.0,844.0,844.0,,-1121.0,-1121.0,,100.0
Inverex Backup 6kW,2024/11/09 16:05,UTC+05:00,1563.0,1490.0,1067.0,1067.0,,-1121.0,-1121.0,,100.0
Inverex Backup 6kW,2024/11/09 16:10,UTC+05:00,1412.0,1214.0,941.0,941.0,,-1127.0,-1127.0,,100.0
Inverex Backup 6kW,2024/11/09 16:20,UTC+05:00,1313.0,1268.0,1086.0,1086.0,,-1129.0,-1129.0,,100.0
Inverex Backup 6kW,2024/11/09 16:25,UTC+05:00,1190.0,1468.0,1436.0,1436.0,,-1167.0,-1167.0,,100.0
Inverex Backup 6kW,2024/11/09 16:30,UTC+05:00,1017.0,1435.0,1600.0,1600.0,,-1182.0,-1182.0,,100.0
Inverex Backup 6kW,2024/11/09 16:35,UTC+05:00,1017.0,1435.0,1600.0,1600.0,,-1182.0,-1182.0,,100.0
Inverex Backup 6kW,2024/11/09 16:40,UTC+05:00,889.0,1436.0,1728.0,1728.0,,-1173.0,-1173.0,,100.0
Inverex Backup 6kW,2024/11/09 16:45,UTC+05:00,785.0,1258.0,1660.0,1660.0,,-1173.0,-1173.0,,100.0
Inverex Backup 6kW,2024/11/09 16:50,UTC+05:00,670.0,1235.0,1763.0,1763.0,,-1172.0,-1172.0,,100.0
Inverex Backup 6kW,2024/11/09 16:55,UTC+05:00,538.0,1224.0,1810.0,1810.0,,-1093.0,-1093.0,,100.0
Inverex Backup 6kW,2024/11/09 17:00,UTC+05:00,422.0,1233.0,1815.0,1815.0,,-979.0,-979.0,,100.0
Inverex Backup 6kW,2024/11/09 17:05,UTC+05:00,319.0,1435.0,2012.0,2012.0,,-869.0,-869.0,,100.0
Inverex Backup 6kW,2024/11/09 17:10,UTC+05:00,224.0,1241.0,1814.0,1814.0,,-765.0,-765.0,,100.0
Inverex Backup 6kW,2024/11/09 17:15,UTC+05:00,137.0,1438.0,2008.0,2008.0,,-683.0,-683.0,,100.0
Inverex Backup 6kW,2024/11/09 17:25,UTC+05:00,69.0,1269.0,1833.0,1833.0,,-605.0,-605.0,,100.0
Inverex Backup 6kW,2024/11/09 17:30,UTC+05:00,11.0,1231.0,1787.0,1787.0,,-521.0,-521.0,,100.0
Inverex Backup 6kW,2024/11/09 17:35,UTC+05:00,0.0,1223.0,1773.0,1773.0,,-478.0,-478.0,,100.0
Inverex Backup 6kW,2024/11/09 17:40,UTC+05:00,0.0,1216.0,1771.0,1771.0,,-478.0,-478.0,,100.0
Inverex Backup 6kW,2024/11/09 17:45,UTC+05:00,0.0,1283.0,1837.0,1837.0,,-465.0,-465.0,,100.0
Inverex Backup 6kW,2024/11/09 17:50,UTC+05:00,0.0,1392.0,1945.0,1945.0,,-463.0,-463.0,,100.0
Inverex Backup 6kW,2024/11/09 17:55,UTC+05:00,0.0,1200.0,1753.0,1753.0,,-458.0,-458.0,,100.0
Inverex Backup 6kW,2024/11/09 18:00,UTC+05:00,0.0,1260.0,1812.0,1812.0,,-460.0,-460.0,,100.0
Inverex Backup 6kW,2024/11/09 18:10,UTC+05:00,0.0,1264.0,1817.0,1817.0,,-463.0,-463.0,,100.0
Inverex Backup 6kW,2024/11/09 18:15,UTC+05:00,0.0,1347.0,1901.0,1901.0,,-460.0,-460.0,,100.0
Inverex Backup 6kW,2024/11/09 18:20,UTC+05:00,0.0,1521.0,2075.0,2075.0,,-459.0,-459.0,,100.0
Inverex Backup 6kW,2024/11/09 18:25,UTC+05:00,0.0,1425.0,1980.0,1980.0,,-459.0,-459.0,,100.0
Inverex Backup 6kW,2024/11/09 18:30,UTC+05:00,0.0,1262.0,1817.0,1817.0,,-458.0,-458.0,,100.0
Inverex Backup 6kW,2024/11/09 18:35,UTC+05:00,0.0,1278.0,1833.0,1833.0,,-459.0,-459.0,,100.0
Inverex Backup 6kW,2024/11/09 18:40,UTC+05:00,0.0,1311.0,1865.0,1865.0,,-459.0,-459.0,,100.0
Inverex Backup 6kW,2024/11/09 18:45,UTC+05:00,0.0,1040.0,1595.0,1595.0,,-460.0,-460.0,,100.0
Inverex Backup 6kW,2024/11/09 18:55,UTC+05:00,0.0,928.0,1483.0,1483.0,,-462.0,-462.0,,100.0
Inverex Backup 6kW,2024/11/09 19:00,UTC+05:00,0.0,1032.0,1587.0,1587.0,,-460.0,-460.0,,100.0
Inverex Backup 6kW,2024/11/09 19:05,UTC+05:00,0.0,1010.0,1565.0,1565.0,,-458.0,-458.0,,100.0
Inverex Backup 6kW,2024/11/09 19:10,UTC+05:00,0.0,977.0,0.0,0.0,,1025.0,,1025.0,99.0
Inverex Backup 6kW,2024/11/09 19:15,UTC+05:00,0.0,1015.0,0.0,0.0,,1065.0,,1065.0,97.0
Inverex Backup 6kW,2024/11/09 19:20,UTC+05:00,0.0,864.0,0.0,0.0,,911.0,,911.0,96.0
Inverex Backup 6kW,2024/11/09 19:25,UTC+05:00,0.0,851.0,0.0,0.0,,896.0,,896.0,95.0
Inverex Backup 6kW,2024/11/09 19:30,UTC+05:00,0.0,819.0,0.0,0.0,,862.0,,862.0,94.0
Inverex Backup 6kW,2024/11/09 19:35,UTC+05:00,0.0,819.0,0.0,0.0,,862.0,,862.0,94.0
Inverex Backup 6kW,2024/11/09 19:40,UTC+05:00,0.0,1019.0,0.0,0.0,,1064.0,,1064.0,92.0
Inverex Backup 6kW,2024/11/09 19:45,UTC+05:00,0.0,1229.0,0.0,0.0,,1275.0,,1275.0,91.0
Inverex Backup 6kW,2024/11/09 19:50,UTC+05:00,0.0,1222.0,1754.0,1754.0,,-439.0,-439.0,,91.0
Inverex Backup 6kW,2024/11/09 19:55,UTC+05:00,0.0,1220.0,1752.0,1752.0,,-437.0,-437.0,,91.0
Inverex Backup 6kW,2024/11/09 20:00,UTC+05:00,0.0,841.0,1375.0,1375.0,,-438.0,-438.0,,92.0
Inverex Backup 6kW,2024/11/09 20:05,UTC+05:00,0.0,1118.0,1653.0,1653.0,,-440.0,-440.0,,92.0
Inverex Backup 6kW,2024/11/09 20:10,UTC+05:00,0.0,1053.0,1589.0,1589.0,,-440.0,-440.0,,93.0
Inverex Backup 6kW,2024/11/09 20:15,UTC+05:00,0.0,1044.0,1580.0,1580.0,,-440.0,-440.0,,94.0
Inverex Backup 6kW,2024/11/09 20:25,UTC+05:00,0.0,1217.0,1754.0,1754.0,,-438.0,-438.0,,94.0
Inverex Backup 6kW,2024/11/09 20:30,UTC+05:00,0.0,1201.0,1739.0,1739.0,,-444.0,-444.0,,95.0
Inverex Backup 6kW,2024/11/09 20:35,UTC+05:00,0.0,1180.0,1718.0,1718.0,,-441.0,-441.0,,95.0
Inverex Backup 6kW,2024/11/09 20:40,UTC+05:00,0.0,1018.0,1558.0,1558.0,,-445.0,-445.0,,96.0
Inverex Backup 6kW,2024/11/09 20:45,UTC+05:00,0.0,1030.0,1572.0,1572.0,,-447.0,-447.0,,97.0
Inverex Backup 6kW,2024/11/09 20:50,UTC+05:00,0.0,1057.0,1598.0,1598.0,,-446.0,-446.0,,97.0
Inverex Backup 6kW,2024/11/09 20:55,UTC+05:00,0.0,1016.0,1558.0,1558.0,,-447.0,-447.0,,98.0
Inverex Backup 6kW,2024/11/09 21:00,UTC+05:00,0.0,1035.0,1580.0,1580.0,,-450.0,-450.0,,98.0
Inverex Backup 6kW,2024/11/09 21:10,UTC+05:00,0.0,1160.0,1707.0,1707.0,,-452.0,-452.0,,99.0
Inverex Backup 6kW,2024/11/09 21:15,UTC+05:00,0.0,1164.0,1713.0,1713.0,,-450.0,-450.0,,100.0
Inverex Backup 6kW,2024/11/09 21:20,UTC+05:00,0.0,1004.0,1556.0,1556.0,,-454.0,-454.0,,100.0
Inverex Backup 6kW,2024/11/09 21:25,UTC+05:00,0.0,1023.0,1578.0,1578.0,,-456.0,-456.0,,100.0
Inverex Backup 6kW,2024/11/09 21:30,UTC+05:00,0.0,1035.0,1594.0,1594.0,,-459.0,-459.0,,100.0
Inverex Backup 6kW,2024/11/09 21:35,UTC+05:00,0.0,1040.0,1602.0,1602.0,,-461.0,-461.0,,100.0
Inverex Backup 6kW,2024/11/09 21:40,UTC+05:00,0.0,1203.0,1767.0,1767.0,,-465.0,-465.0,,100.0
Inverex Backup 6kW,2024/11/09 21:45,UTC+05:00,0.0,1234.0,1802.0,1802.0,,-466.0,-466.0,,100.0
Inverex Backup 6kW,2024/11/09 21:55,UTC+05:00,0.0,1210.0,1798.0,1798.0,,-485.0,-485.0,,100.0
Inverex Backup 6kW,2024/11/09 22:00,UTC+05:00,0.0,1044.0,1602.0,1602.0,,-457.0,-457.0,,100.0
Inverex Backup 6kW,2024/11/09 22:05,UTC+05:00,0.0,1030.0,1589.0,1589.0,,-459.0,-459.0,,100.0
Inverex Backup 6kW,2024/11/09 22:10,UTC+05:00,0.0,839.0,1398.0,1398.0,,-459.0,-459.0,,100.0
Inverex Backup 6kW,2024/11/09 22:15,UTC+05:00,0.0,1030.0,1588.0,1588.0,,-458.0,-458.0,,100.0
Inverex Backup 6kW,2024/11/09 22:20,UTC+05:00,0.0,1423.0,1983.0,1983.0,,-460.0,-460.0,,100.0
Inverex Backup 6kW,2024/11/09 22:25,UTC+05:00,0.0,1297.0,1857.0,1857.0,,-459.0,-459.0,,100.0
Inverex Backup 6kW,2024/11/09 22:30,UTC+05:00,0.0,1742.0,2303.0,2303.0,,-463.0,-463.0,,100.0
Inverex Backup 6kW,2024/11/09 22:35,UTC+05:00,0.0,1742.0,2303.0,2303.0,,-463.0,-463.0,,100.0
Inverex Backup 6kW,2024/11/09 22:40,UTC+05:00,0.0,1611.0,2172.0,2172.0,,-463.0,-463.0,,100.0
Inverex Backup 6kW,2024/11/09 22:45,UTC+05:00,0.0,1617.0,2180.0,2180.0,,-464.0,-464.0,,100.0
Inverex Backup 6kW,2024/11/09 22:50,UTC+05:00,0.0,1608.0,2170.0,2170.0,,-461.0,-461.0,,100.0
Inverex Backup 6kW,2024/11/09 22:55,UTC+05:00,0.0,1788.0,2352.0,2352.0,,-463.0,-463.0,,100.0
Inverex Backup 6kW,2024/11/09 23:05,UTC+05:00,0.0,1782.0,2346.0,2346.0,,-462.0,-462.0,,100.0
Inverex Backup 6kW,2024/11/09 23:10,UTC+05:00,0.0,1612.0,2175.0,2175.0,,-460.0,-460.0,,100.0
Inverex Backup 6kW,2024/11/09 23:15,UTC+05:00,0.0,1568.0,2131.0,2131.0,,-458.0,-458.0,,100.0
Inverex Backup 6kW,2024/11/09 23:20,UTC+05:00,0.0,1569.0,2132.0,2132.0,,-462.0,-462.0,,100.0
Inverex Backup 6kW,2024/11/09 23:25,UTC+05:00,0.0,1564.0,2128.0,2128.0,,-461.0,-461.0,,100.0
Inverex Backup 6kW,2024/11/09 23:30,UTC+05:00,0.0,1380.0,1943.0,1943.0,,-461.0,-461.0,,100.0
Inverex Backup 6kW,2024/11/09 23:35,UTC+05:00,0.0,1532.0,2096.0,2096.0,,-459.0,-459.0,,100.0
Inverex Backup 6kW,2024/11/09 23:40,UTC+05:00,0.0,1572.0,2134.0,2134.0,,-461.0,-461.0,,100.0
Inverex Backup 6kW,2024/11/09 23:50,UTC+05:00,0.0,1377.0,0.0,0.0,,1425.0,,1425.0,98.0
Inverex Backup 6kW,2024/11/09 23:55,UTC+05:00,0.0,1343.0,0.0,0.0,,1390.0,,1390.0,96.0
Inverex Backup 6kW,2024/11/10 00:00,UTC+05:00,0.0,791.0,0.0,0.0,,835.0,,835.0,95.0
Inverex Backup 6kW,2024/11/10 00:05,UTC+05:00,0.0,985.0,0.0,0.0,,1027.0,,1027.0,94.0
Inverex Backup 6kW,2024/11/10 00:10,UTC+05:00,0.0,965.0,0.0,0.0,,1008.0,,1008.0,92.0
Inverex Backup 6kW,2024/11/10 00:15,UTC+05:00,0.0,920.0,0.0,0.0,,964.0,,964.0,91.0
Inverex Backup 6kW,2024/11/10 00:20,UTC+05:00,0.0,929.0,0.0,0.0,,971.0,,971.0,89.0
Inverex Backup 6kW,2024/11/10 00:25,UTC+05:00,0.0,758.0,0.0,0.0,,804.0,,804.0,88.0
Inverex Backup 6kW,2024/11/10 00:35,UTC+05:00,0.0,762.0,0.0,0.0,,805.0,,805.0,87.0
Inverex Backup 6kW,2024/11/10 00:40,UTC+05:00,0.0,763.0,0.0,0.0,,807.0,,807.0,86.0
Inverex Backup 6kW,2024/11/10 00:45,UTC+05:00,0.0,762.0,0.0,0.0,,807.0,,807.0,85.0
Inverex Backup 6kW,2024/11/10 00:50,UTC+05:00,0.0,812.0,1343.0,1343.0,,-435.0,-435.0,,85.0
Inverex Backup 6kW,2024/11/10 00:55,UTC+05:00,0.0,1447.0,1978.0,1978.0,,-434.0,-434.0,,85.0
Inverex Backup 6kW,2024/11/10 01:00,UTC+05:00,0.0,1306.0,1839.0,1839.0,,-437.0,-437.0,,86.0
Inverex Backup 6kW,2024/11/10 01:05,UTC+05:00,0.0,1154.0,1687.0,1687.0,,-437.0,-437.0,,87.0
Inverex Backup 6kW,2024/11/10 01:10,UTC+05:00,0.0,1162.0,1697.0,1697.0,,-435.0,-435.0,,87.0
Inverex Backup 6kW,2024/11/10 01:20,UTC+05:00,0.0,1162.0,1698.0,1698.0,,-439.0,-439.0,,88.0
Inverex Backup 6kW,2024/11/10 01:25,UTC+05:00,0.0,1165.0,1701.0,1701.0,,-436.0,-436.0,,88.0
Inverex Backup 6kW,2024/11/10 01:30,UTC+05:00,0.0,1160.0,1697.0,1697.0,,-436.0,-436.0,,89.0
Inverex Backup 6kW,2024/11/10 01:35,UTC+05:00,0.0,1318.0,1855.0,1855.0,,-439.0,-439.0,,90.0
Inverex Backup 6kW,2024/11/10 01:40,UTC+05:00,0.0,1161.0,1700.0,1700.0,,-443.0,-443.0,,90.0
Inverex Backup 6kW,2024/11/10 01:45,UTC+05:00,0.0,1173.0,1712.0,1712.0,,-441.0,-441.0,,91.0
Inverex Backup 6kW,2024/11/10 01:50,UTC+05:00,0.0,1147.0,1686.0,1686.0,,-439.0,-439.0,,92.0
Inverex Backup 6kW,2024/11/10 01:55,UTC+05:00,0.0,1149.0,1688.0,1688.0,,-440.0,-440.0,,92.0
Inverex Backup 6kW,2024/11/10 02:05,UTC+05:00,0.0,1348.0,1887.0,1887.0,,-441.0,-441.0,,93.0
Inverex Backup 6kW,2024/11/10 02:10,UTC+05:00,0.0,1152.0,1692.0,1692.0,,-441.0,-441.0,,93.0
Inverex Backup 6kW,2024/11/10 02:15,UTC+05:00,0.0,1158.0,1700.0,1700.0,,-444.0,-444.0,,94.0
Inverex Backup 6kW,2024/11/10 02:20,UTC+05:00,0.0,1153.0,1694.0,1694.0,,-441.0,-441.0,,95.0
Inverex Backup 6kW,2024/11/10 02:25,UTC+05:00,0.0,1151.0,1694.0,1694.0,,-443.0,-443.0,,95.0
Inverex Backup 6kW,2024/11/10 02:30,UTC+05:00,0.0,1319.0,1863.0,1863.0,,-441.0,-441.0,,96.0
Inverex Backup 6kW,2024/11/10 02:35,UTC+05:00,0.0,1156.0,1699.0,1699.0,,-444.0,-444.0,,96.0
Inverex Backup 6kW,2024/11/10 02:40,UTC+05:00,0.0,1162.0,1708.0,1708.0,,-442.0,-442.0,,97.0
Inverex Backup 6kW,2024/11/10 02:45,UTC+05:00,0.0,1151.0,1697.0,1697.0,,-443.0,-443.0,,98.0
Inverex Backup 6kW,2024/11/10 02:55,UTC+05:00,0.0,1883.0,2431.0,2431.0,,-448.0,-448.0,,98.0
Inverex Backup 6kW,2024/11/10 03:00,UTC+05:00,0.0,1321.0,1870.0,1870.0,,-446.0,-446.0,,99.0
Inverex Backup 6kW,2024/11/10 03:05,UTC+05:00,0.0,1112.0,1663.0,1663.0,,-449.0,-449.0,,99.0
Inverex Backup 6kW,2024/11/10 03:10,UTC+05:00,0.0,1118.0,1671.0,1671.0,,-451.0,-451.0,,100.0
Inverex Backup 6kW,2024/11/10 03:15,UTC+05:00,0.0,1125.0,1680.0,1680.0,,-453.0,-453.0,,100.0
Inverex Backup 6kW,2024/11/10 03:20,UTC+05:00,0.0,1122.0,1679.0,1679.0,,-454.0,-454.0,,100.0
Inverex Backup 6kW,2024/11/10 03:25,UTC+05:00,0.0,1296.0,1857.0,1857.0,,-459.0,-459.0,,100.0
Inverex Backup 6kW,2024/11/10 03:30,UTC+05:00,0.0,1287.0,1850.0,1850.0,,-459.0,-459.0,,100.0
Inverex Backup 6kW,2024/11/10 03:40,UTC+05:00,0.0,1128.0,1694.0,1694.0,,-463.0,-463.0,,100.0
Inverex Backup 6kW,2024/11/10 03:45,UTC+05:00,0.0,1130.0,1700.0,1700.0,,-470.0,-470.0,,100.0
Inverex Backup 6kW,2024/11/10 03:50,UTC+05:00,0.0,1130.0,1689.0,1689.0,,-459.0,-459.0,,100.0
Inverex Backup 6kW,2024/11/10 03:55,UTC+05:00,0.0,664.0,1223.0,1223.0,,-459.0,-459.0,,100.0
Inverex Backup 6kW,2024/11/10 04:00,UTC+05:00,0.0,664.0,1223.0,1223.0,,-456.0,-456.0,,100.0
Inverex Backup 6kW,2024/11/10 04:05,UTC+05:00,0.0,1020.0,1582.0,1582.0,,-462.0,-462.0,,100.0
Inverex Backup 6kW,2024/11/10 04:10,UTC+05:00,0.0,852.0,1413.0,1413.0,,-460.0,-460.0,,100.0
Inverex Backup 6kW,2024/11/10 04:15,UTC+05:00,0.0,841.0,1403.0,1403.0,,-463.0,-463.0,,100.0
Inverex Backup 6kW,2024/11/10 04:25,UTC+05:00,0.0,846.0,1409.0,1409.0,,-460.0,-460.0,,100.0
Inverex Backup 6kW,2024/11/10 04:30,UTC+05:00,0.0,843.0,1406.0,1406.0,,-460.0,-460.0,,100.0
Inverex Backup 6kW,2024/11/10 04:35,UTC+05:00,0.0,835.0,1398.0,1398.0,,-460.0,-460.0,,100.0
Inverex Backup 6kW,2024/11/10 04:40,UTC+05:00,0.0,1017.0,1581.0,1581.0,,-460.0,-460.0,,100.0
Inverex Backup 6kW,2024/11/10 04:45,UTC+05:00,0.0,1010.0,1576.0,1576.0,,-462.0,-462.0,,100.0
Inverex Backup 6kW,2024/11/10 04:50,UTC+05:00,0.0,854.0,1420.0,1420.0,,-460.0,-460.0,,100.0
Inverex Backup 6kW,2024/11/10 04:55,UTC+05:00,0.0,849.0,1415.0,1415.0,,-463.0,-463.0,,100.0
Inverex Backup 6kW,2024/11/10 05:05,UTC+05:00,0.0,860.0,1425.0,1425.0,,-461.0,-461.0,,100.0
Inverex Backup 6kW,2024/11/10 05:10,UTC+05:00,0.0,865.0,1432.0,1432.0,,-460.0,-460.0,,100.0
Inverex Backup 6kW,2024/11/10 05:15,UTC+05:00,0.0,837.0,1404.0,1404.0,,-462.0,-462.0,,100.0
Inverex Backup 6kW,2024/11/10 05:20,UTC+05:00,0.0,996.0,1564.0,1564.0,,-465.0,-465.0,,100.0
Inverex Backup 6kW,2024/11/10 05:25,UTC+05:00,0.0,917.0,1484.0,1484.0,,-462.0,-462.0,,100.0
Inverex Backup 6kW,2024/11/10 05:30,UTC+05:00,0.0,915.0,1483.0,1483.0,,-465.0,-465.0,,100.0
